4	34.85714286	2.231499907
4.2	41.57142857	2.436960301
4.4	44.57142857	2.523360247
4.6	55.28571429	2.810330796
4.8	167.2857143	4.888553895
5	312.4285714	6.6807674
5.2	389.4285714	7.45872999
5.4	474.8571429	8.236305889
5.6	533	8.725987459
5.8	578.1428571	9.088005102
6	615	9.373214116
6.2	626.4285714	9.459904646
6.4	628.5714286	9.47607083
6.6	653.2857143	9.66056575
6.8	654.8571429	9.672177646
7	671.2857143	9.792750338
7.2	643.2857143	9.586342326
7.4	636.8571429	9.538322276
7.6	636.1428571	9.532971783
7.8	617.1428571	9.389529557
8	621.1428571	9.419909441
8.2	575.8571429	9.070022389
8.4	561.4285714	8.955673153
8.6	743	10.30256556
8.8	1385.142857	14.06689557
9	860.7142857	11.08869621
9.2	542	8.799350625
9.4	536	8.750510189
9.6	541.1428571	8.79239003
9.8	1837.714286	16.20279643
10	2914.428571	20.40458132
10.2	778.4285714	10.54533459
10.4	453.4285714	8.04832344
10.6	428.5714286	7.824607965
10.8	414.4285714	7.694418862
11	392	7.483314774
11.2	384.5714286	7.412069584
11.4	366	7.230886134
11.6	349.7142857	7.068181072
11.8	319.8571429	6.759724666
12	309.5714286	6.650149607
12.2	287.2857143	6.406310664
12.4	275.2857143	6.271086877
12.6	275.5714286	6.274340359
12.8	254.7142857	6.03222638
13	242.7142857	5.888418241
13.2	214.7142857	5.538363421
13.4	201	5.358571238
13.6	196.4285714	5.297284633
13.8	189.4285714	5.202040416
14	188.1428571	5.184356374
14.2	182.1428571	5.101020306
14.4	170.1428571	4.930123978
14.6	167.5714286	4.892726797
14.8	158.4285714	4.757378801
15	164	4.840306956
15.2	152.1428571	4.662048249
15.4	154.1428571	4.692590772
15.6	153.7142857	4.686062705
15.8	139.2857143	4.460712856
16	131.7142857	4.337778986
16.2	133.2857143	4.363578386
16.4	132.4285714	4.349524956
16.6	129.5714286	4.302348671
16.8	125.8571429	4.240234881
17	121.1428571	4.160062793
17.2	124.7142857	4.220939058
17.4	122.2857143	4.179639668
17.6	135.2857143	4.396195015
17.8	152.7142857	4.670795064
18	258.2857143	6.074369036
18.2	209	5.464169
18.4	117.1428571	4.090806017
18.6	117.4285714	4.095791767
18.8	113.4285714	4.025429372
19	112.4285714	4.007645754
19.2	110.5714286	3.974407927
19.4	108	3.927922024
19.6	101.8571429	3.814579979
19.8	104.7142857	3.867710391
20	105.2857143	3.878249132
20.2	174.7142857	4.9959167
20.4	608	9.31971796
20.6	409.4285714	7.647862179
20.8	120.2857143	4.145319466
21	102.5714286	3.827931717
21.2	96.42857143	3.711537445
21.4	100.7142857	3.793119442
21.6	87.42857143	3.534090536
21.8	92.42857143	3.633742098
22	87	3.525417908
22.2	86.14285714	3.508008331
22.4	83.57142857	3.455253321
22.6	80.28571429	3.386648455
22.8	76.85714286	3.313546716
23	78.42857143	3.347249861
23.2	78.28571429	3.344199975
23.4	76.42857143	3.304295288
23.6	74.14285714	3.254510214
23.8	67.71428571	3.110220151
24	68.85714286	3.136356914
24.2	66.57142857	3.083861878
24.4	66.28571429	3.077237033
24.6	69.42857143	3.149343955
24.8	67.28571429	3.100362059
25	67.85714286	3.113499245
25.2	65.57142857	3.060612184
25.4	61.57142857	2.965791356
25.6	67.28571429	3.100362059
25.8	65.42857143	3.057276366
26	65.71428571	3.06394437
26.2	65.14285714	3.050593786
26.4	62.28571429	2.982944717
26.6	57.57142857	2.867837129
26.8	53.14285714	2.755328789
27	53.71428571	2.770102776
27.2	62.14285714	2.979521945
27.4	59.85714286	2.924212784
27.6	60.85714286	2.948538206
27.8	74.42857143	3.260774917
28	67.57142857	3.106937596
28.2	50	2.672612419
28.4	50.85714286	2.695423181
28.6	51.42857143	2.710523709
28.8	48.14285714	2.622508536
29	53.85714286	2.773783977
29.2	49.14285714	2.649605284
29.4	46	2.563479778
29.6	48.42857143	2.630278949
29.8	51	2.699206233
30	47.57142857	2.606898227
30.2	47.28571429	2.599057914
30.4	46	2.563479778
30.6	48.85714286	2.641891716
30.8	41.14285714	2.424366107
31	46.42857143	2.575393768
31.2	47	2.591193878
31.4	52.71428571	2.744196102
31.6	112.8571429	4.01527695
31.8	119.7142857	4.135461379
32	71	3.184785259
32.2	44.71428571	2.527400859
32.4	41.85714286	2.445320396
32.6	40	2.390457219
32.8	39.42857143	2.373321104
33	43.57142857	2.494892742
