17.5	124.85	2.49849955
17.6	135.6	2.603843313
17.7	148.05	2.720753572
17.8	157.25	2.804014979
17.9	183.5	3.029026246
18	264.4	3.635931793
18.1	276.05	3.715171598
18.2	212.65	3.260751447
18.3	139.65	2.642442052
18.4	119.6	2.445403852
18.5	116.6	2.414539294
18.6	113.8	2.385372088
18.7	115.2	2.4
18.8	108.2	2.32594067
18.9	115.1	2.398958107
19	111.75	2.363789331
